Oui	INT	oui
reconnaissance	NOM	reconnaissance
,	PUN	,
Et	VER:simp	Et
ce	PRO:DEM	ce
n'	ADV	ne
est	VER:pres	être
qu'	ADV	qu'
à	PRP	à
ce	PRO:DEM	ce
prix	NOM	prix
qu'	ADV	qu'
osant	VER:ppre	oser
me	PRO:PER	me
déclarer	VER:infi	déclarer
J'	NOM	J'
eusse	VER:subi	avoir
promis	VER:pper	promettre
l'	DET:ART	le
aveu	NOM	aveu
qu'	PRO:REL	que
on	PRO:PER	on
lui	PRO:PER	lui
fait	VER:pres	faire
espérer	VER:infi	espérer
;	PUN	;
Mais	NAM	Mais
quand	KON	quand
pour	PRP	pour
Alaric	NAM	Alaric
j'	PRO:PER	je
apprends	VER:pres	apprendre
qu'	KON	que
il	PRO:PER	il
s'	PRO:PER	se
intéresse	VER:pres	intéresser
,	PUN	,
Mon	NAM	Mon
coeur	NOM	cœur
ne	ADV	ne
saurait	VER:cond	savoir
trop	ADV	trop
condamner	VER:infi	condamner
ma	DET:POS	mon
bassesse	NOM	bassesse
,	PUN	,
Et	VER:ppre	Et
mon	DET:POS	mon
orgueil	NOM	orgueil
honteux	ADJ	honteux
qu'	PRO:REL	que
on	PRO:PER	on
ait	VER:subp	avoir
pu	VER:pper	pouvoir
l'	PRO:PER	la|le
abuser	VER:infi	abuser
...	PUN	...
Écoutez-le	NAM	Écoutez-le
,	PUN	,
madame	NOM	madame
,	PUN	,
avant	PRP	avant
que	KON	que
l'	PRO:PER	la|le
accuser	VER:infi	accuser
;	PUN	;
Le	DET:ART	le
voici	ADV	voici
qui	PRO:REL	qui
paraît	VER:pres	paraître
.	SENT	.
j'	PRO:PER	je
apprends	VER:pres	apprendre
avec	PRP	avec
surprise	NOM	surprise
Que	VER:subi	Que
l'	DET:ART	le
espoir	NOM	espoir
d'	PRP	de
Alaric	NAM	Alaric
par	PRP	par
vous	PRO:PER	vous
se	PRO:PER	se
favorise	VER:pres	favoriser
;	PUN	;
Mais	VER:impf	Mais
de	PRP	de
mes	DET:POS	mon
sentiments	NOM	sentiment
c'	PRO:DEM	ce
est	VER:pres	être
assez	ADV	assez
mal	ADV	mal
juger	VER:infi	juger
D'	NOM	D'
avoir	VER:infi	avoir
crû	VER:pper	croître
que	KON	que
ce	PRO:DEM	ce
zèle	NOM	zèle
eut	VER:simp	avoir
de	PRP	de
quoi	PRO	quoi
m'	PRO:PER	me
obliger	VER:infi	obliger
.	SENT	.
Dans	PRP	dans
le	DET:ART	le
rang	NOM	rang
que	PRO:REL	que
je	PRO:PER	je
tiens	VER:pres	tenir
j'	PRO:PER	je
ai	VER:pres	avoir
l'	DET:ART	le
âme	NOM	âme
un	DET:ART	un
peu	ADV	peu
trop	ADV	trop
vaine	ADJ	vain
Pour	NOM	Pour
vouloir	VER:infi	vouloir
vous	PRO:PER	vous
devoir	VER:infi	devoir
la	DET:ART	le
qualité	NOM	qualité
de	PRP	de
reine	NOM	reine
,	PUN	,
Et	VER:simp	Et
forcer	VER:infi	forcer
mon	DET:POS	mon
courage	NOM	courage
au	PRP:det	au
lâche	ADJ	lâche
abaissement	NOM	abaissement
D'	ADJ	D'
écouter	VER:infi	écouter
vos	DET:POS	votre
conseils	NOM	conseil
sur	PRP	sur
le	DET:ART	le
choix	NOM	choix
d'	PRP	de
un	DET:ART	un
amant	NOM	amant
.	SENT	.
C'	PRO:DEM	ce
est	VER:pres	être
donc	ADV	donc
ce	PRO:DEM	ce
qui	PRO:REL	qui
manquait	VER:impf	manquer
à	PRP	à
ma	DET:POS	mon
disgrâce	NOM	disgrâce
extrême	ADJ	extrême
Que	VER:simp	Que
quand	ADV	quand
ce	PRO:DEM	ce
triste	ADJ	triste
coeur	NOM	cœur
s'	PRO:PER	se
immole	VER:pres	immoler
à	PRP	à
ce	PRO:DEM	ce
que	PRO:REL	que
j'	PRO:PER	je
aime	VER:pres	aimer
,	PUN	,
Cet	NAM	Cet
effort	NOM	effort
que	KON	que
ma	DET:POS	mon
flamme	NOM	flamme
en	PRP	en
vain	ADJ	vain
a	VER:pres	avoir
combattu	VER:pper	combattre
N'	NAM	N'
eut	VER:simp	avoir
que	KON	que
le	DET:ART	le
faux	ADJ	faux
éclat	NOM	éclat
d'	PRP	de
une	DET:ART	un
lâche	ADJ	lâche
vertu	NOM	vertu
?	SENT	?
Persistez	VER:pres	persister
à	PRP	à
mes	DET:POS	mon
voeux	NOM	vœu
d'	PRP	de
être	VER:infi	être
toujours	ADV	toujours
contraire	ADJ	contraire
,	PUN	,
J'	NAM	J'
ai	VER:pres	avoir
mérité	VER:pper	mériter
la	DET:ART	le
mort	NOM	mort
quand	KON	quand
je	PRO:PER	je
n'	ADV	ne
ai	VER:pres	avoir
su	VER:pper	savoir
vous	PRO:PER	vous
plaire	VER:infi	plaire
,	PUN	,
Et	NAM	Et
je	PRO:PER	je
dois	VER:pres	devoir
croire	VER:infi	croire
égal	ADJ	égal
d'	PRP	de
en	PRO:PER	en
recevoir	VER:infi	recevoir
les	DET:ART	le
coups	NOM	coup
,	PUN	,
Ou	VER:pper	Ou
d'	PRP	de
un	DET:ART	un
hymen	NOM	hymen
funeste	ADJ	funeste
,	PUN	,
ou	KON	ou
de	PRP	de
votre	DET:POS	votre
courroux	NOM	courroux
.	SENT	.
J'	PRO:PER	je
y	PRO:PER	y
pourrais	VER:cond	pouvoir
consentir	VER:infi	consentir
sans	PRP	sans
qu'	KON	que
on	PRO:PER	on
vous	PRO:PER	vous
crut	VER:simp	croire
à	PRP	à
plaindre	VER:infi	plaindre
.	SENT	.
Qui	PRO:REL	qui
peut	VER:pres	pouvoir
le	DET:ART	le
conseiller	NOM	conseiller
n'	ADV	ne
a	VER:pres	avoir
pas	ADV	pas
lieu	NOM	lieu
de	PRP	de
le	PRO:PER	le
craindre	VER:infi	craindre
,	PUN	,
Et	NAM	Et
s'	PRO:PER	se
offre	VER:pres	offrir
à	PRP	à
voir	VER:infi	voir
d'	PRP	de
un	DET:ART	un
oeil	NOM	œil
pleinement	ADV	pleinement
satisfait	VER:pper	satisfaire
Le	DET:ART	le
succès	NOM	succès
d'	PRP	de
un	DET:ART	un
accord	NOM	accord
dont	PRO:REL	dont
il	PRO:PER	il
presse	VER:pres	presser
l'	DET:ART	le
effet	NOM	effet
.	SENT	.
Dites	VER:pres	dire
que	KON	que
votre	DET:POS	votre
haine	NOM	haine
enfin	ADV	enfin
trop	ADV	trop
endurcie	VER:pper	endurcir
Par	NAM	Par
l'	DET:ART	le
excès	NOM	excès
d'	PRP	de
un	DET:ART	un
beau	ADJ	beau
feu	NOM	feu
ne	ADV	ne
peut	VER:pres	pouvoir
être	VER:infi	être
adoucie	VER:pper	adoucir
,	PUN	,
Et	NAM	Et
que	KON	que
son	DET:POS	son
injustice	NOM	injustice
aime	VER:pres	aimer
à	PRP	à
se	PRO:PER	se
déguiser	VER:infi	déguiser
Ce	VER:infi	Ce
qu'	KON	que
aujourd'hui	ADV	aujourd'hui
pour	KON	pour
vous	PRO:PER	vous
le	PRO:PER	le
mien	PRO:POS	mien
m'	PRO:PER	me
a	VER:pres	avoir
fait	VER:pper	faire
oser	VER:infi	oser
.	SENT	.
J'	PRO:PER	je
espérais	VER:impf	espérer
que	KON	que
par	PRP	par
là	ADV	là
nous	PRO:PER	nous
la	PRO:PER	la
verrions	VER:cond	voir
s'	PRO:PER	se
éteindre	VER:infi	éteindre
,	PUN	,
Que	VER:infi	Que
n'	ADV	ne
ayant	VER:ppre	avoir
pu	VER:pper	pouvoir
m'	PRO:PER	me
aimer	VER:infi	aimer
vous	PRO:PER	vous
daigneriez	VER:cond	daigner
me	PRO:PER	me
plaindre	VER:infi	plaindre
,	PUN	,
Et	NOM	Et
que	KON	que
pour	PRP	pour
vous	PRO:PER	vous
servir	VER:infi	servir
prêt	ADJ	prêt
à	PRP	à
quitter	VER:infi	quitter
le	DET:ART	le
jour	NOM	jour
,	PUN	,
La	DET:ART	le
pitié	NOM	pitié
m'	PRO:PER	me
obtiendrait	VER:cond	obtenir
ce	PRO:DEM	ce
que	PRO:REL	que
n'	ADV	ne
a	VER:pres	avoir
pu	VER:pper	pouvoir
l'	DET:ART	le
amour	NOM	amour
;	PUN	;
Mais	VER:impf	Mais
comme	ADV	comme
les	DET:ART	le
mépris	NOM	mépris
dont	PRO:REL	dont
ma	DET:POS	mon
flamme	NOM	flamme
est	VER:pres	être
suivie	VER:pper	suivre
À	PRP	à
d'	PRP	de
éternels	ADJ	éternel
malheurs	NOM	malheur
avaient	VER:impf	avoir
livré	VER:pper	livrer
ma	DET:POS	mon
vie	NOM	vie
,	PUN	,
Ce	NAM	Ce
que	KON	que
sur	PRP	sur
mes	DET:POS	mon
désirs	NOM	désir
ma	DET:POS	mon
vertu	NOM	vertu
fait	VER:pres	faire
d'	PRP	de
effort	NOM	effort
,	PUN	,
Ne	NAM	Ne
vaut	VER:pres	valoir
pas	ADV	pas
qu'	KON	que
un	DET:ART	un
soupir	NOM	soupir
soit	KON	soit
le	DET:ART	le
prix	NOM	prix
de	PRP	de
ma	DET:POS	mon
mort	NOM	mort
.	SENT	.
Sur	PRP	sur
quelle	PRO:REL	quel
étrange	VER:pres	étranger
erreur	NOM	erreur
cette	PRO:DEM	ce
plainte	NOM	plainte
est	VER:pres	être
formée	VER:pper	former
!	SENT	!
À	PRP	à
cause	NOM	cause
qu'	PRO:REL	que
on	PRO:PER	on
me	PRO:PER	me
cède	VER:pres	céder
on	PRO:PER	on
croit	VER:pres	croire
m'	PRO:PER	me
avoir	VER:infi	avoir
aimée	VER:pper	aimer
,	PUN	,
Et	VER:simp	Et
toute	PRO:IND	tout
mon	DET:POS	mon
estime	NOM	estime
est	VER:pres	être
le	DET:ART	le
moins	ADV	moins
que	KON	que
je	PRO:PER	je
dois	VER:pres	devoir
À	PRP	à
l'	DET:ART	le
indigne	ADJ	indigne
attentat	NOM	attentat
qu'	PRO:REL	que
on	PRO:PER	on
veut	VER:pres	vouloir
faire	VER:infi	faire
sur	PRP	sur
moi	PRO:PER	moi
?	SENT	?
Quoi	PRO	quoi
,	PUN	,
vous	PRO:PER	vous
croyez	VER:pres	croire
assez	ADV	assez
l'	DET:ART	le
aigreur	NOM	aigreur
qui	PRO:REL	qui
vous	PRO:PER	vous
anime	VER:pres	animer
,	PUN	,
Pour	NAM	Pour
traiter	VER:infi	traiter
d'	PRP	de
attentat	NOM	attentat
un	DET:ART	un
conseil	NOM	conseil
magnanime	ADJ	magnanime
,	PUN	,
Et	VER:simp	Et
m'	PRO:PER	me
attacher	VER:infi	attacher
à	PRP	à
vous	PRO:PER	vous
sans	PRP	sans
me	PRO:PER	me
considérer	VER:infi	considérer
,	PUN	,
C'	NAM	C'
est	VER:pres	être
démentir	VER:infi	démentir
l'	DET:ART	le
ardeur	NOM	ardeur
que	PRO:REL	que
j'	PRO:PER	je
ai	VER:pres	avoir
su	VER:pper	savoir
vous	PRO:PER	vous
jurer	VER:infi	jurer
?	SENT	?
Non	ADV	non
qu'	KON	que
en	PRP	en
un	DET:ART	un
rang	NOM	rang
égal	ADJ	égal
j'	PRO:PER	je
eusse	VER:subi	avoir
pu	VER:pper	pouvoir
me	PRO:PER	me
résoudre	VER:infi	résoudre
D'	NOM	D'
attirer	VER:infi	attirer
sur	PRP	sur
mon	DET:POS	mon
feu	NOM	feu
ce	PRO:DEM	ce
dernier	ADJ	dernier
coup	NOM	coup
de	PRP	de
foudre	NOM	foudre
;	PUN	;
Mais	VER:impf	Mais
je	PRO:PER	je
suis	VER:pres	suivre|être
sans	PRP	sans
murmure	NOM	murmure
un	DET:ART	un
ordre	NOM	ordre
si	ADV	si
fatal	ADJ	fatal
Quand	NAM	Quand
je	PRO:PER	je
vous	PRO:PER	vous
cède	VER:pres	céder
au	PRP:det	au
trône	NOM	trône
,	PUN	,
et	KON	et
non	ADV	non
à	PRP	à
mon	DET:POS	mon
rival	NOM	rival
.	SENT	.
Je	PRO:PER	je
l'	PRO:PER	la|le
avouerai	VER:futu	avouer
pourtant	ADV	pourtant
;	PUN	;
à	PRP	à
quoi	PRO	quoi
que	PRO:REL	que
je	PRO:PER	je
m'	PRO:PER	me
apprête	VER:pres	apprêter
,	PUN	,
Le	DET:ART	le
déplaisir	NOM	déplaisir
affreux	ADJ	affreux
de	PRP	de
vous	PRO:PER	vous
voir	VER:infi	voir
sa	DET:POS	son
conquête	NOM	conquête
N'	NAM	N'
aigrira	VER:futu	aigrir
pas	ADV	pas
si	ADV	si
peu	ADV	peu
la	DET:ART	le
douleur	NOM	douleur
d'	PRP	de
un	DET:ART	un
amant	NOM	amant
,	PUN	,
Qu'	NOM	Qu'
à	PRP	à
sa	DET:POS	son
triste	ADJ	triste
disgrâce	NOM	disgrâce
il	PRO:PER	il
survive	VER:subp	survivre
un	DET:ART	un
moment	NOM	moment
;	PUN	;
Mais	VER:impf	Mais
puisqu'un	ADJ	puisqu'un
sceptre	NOM	sceptre
seul	ADJ	seul
peut	VER:pres	pouvoir
remplir	VER:infi	remplir
votre	DET:POS	votre
attente	NOM	attente
,	PUN	,
Je	PRO:PER	je
mourrai	VER:futu	mourir
trop	ADV	trop
heureux	ADJ	heureux
de	PRP	de
vous	PRO:PER	vous
laisser	VER:infi	laisser
contente	ADJ	content
,	PUN	,
Et	NOM	Et
du	PRP:det	du
moins	ADV	moins
ce	PRO:DEM	ce
succès	NOM	succès
de	PRP	de
vos	DET:POS	votre
plus	ADV	plus
chers	ADJ	cher
désirs	NOM	désir
Mêlera	VER:futu	mêler
quelque	PRO:IND	quelque
joie	NOM	joie
à	PRP	à
mes	DET:POS	mon
derniers	ADJ	dernier
soupirs	NOM	soupir
.	SENT	.
Ta	DET:POS	ton
passion	NOM	passion
t'	PRO:PER	te
aveugle	VER:pres	aveugler
alors	ADV	alors
qu'	KON	que
elle	PRO:PER	elle
me	PRO:PER	me
brave	VER:pres	braver
;	PUN	;
Renonçant	VER:ppre	renoncer
à	PRP	à
mon	DET:POS	mon
coeur	NOM	cœur
tu	PRO:PER	tu
le	PRO:PER	le
fais	VER:pres	faire
ton	DET:POS	ton
esclave	NOM	esclave
,	PUN	,
Et	NOM	Et
de	PRP	de
ton	DET:POS	ton
désespoir	NOM	désespoir
suivant	PRP	suivant
l'	DET:ART	le
injuste	ADJ	injuste
loi	NOM	loi
,	PUN	,
Tu	NAM	Tu
prends	VER:pres	prendre
droit	ADJ	droit
de	PRP	de
donner	VER:infi	donner
ce	PRO:DEM	ce
qui	PRO:REL	qui
n'	ADV	ne
est	VER:pres	être
pas	ADV	pas
à	PRP	à
toi	PRO:PER	toi
.	SENT	.
Connais	VER:pres	connaître
,	PUN	,
Eucherius	NAM	Eucherius
,	PUN	,
connais	VER:pres	connaître
mieux	ADV	mieux
ta	DET:POS	ton
princesse	NOM	princesse
;	PUN	;
Si	VER:pper	Si
de	PRP	de
l'	DET:ART	le
ambition	NOM	ambition
la	DET:ART	le
noble	ADJ	noble
ardeur	NOM	ardeur
me	PRO:PER	me
presse	VER:pres	presser
,	PUN	,
Un	ABR	Un
trône	NOM	trône
n'	ADV	ne
est	VER:pres	être
pas	ADV	pas
tant	ADV	tant
qu'	KON	que
il	PRO:PER	il
me	PRO:PER	me
doive	VER:subp	devoir
coûter	VER:infi	coûter
La	DET:ART	le
honte	NOM	honte
du	PRP:det	du
secours	NOM	secours
qui	PRO:REL	qui
m'	PRO:PER	me
y	PRO:PER	y
ferait	VER:cond	faire
monter	VER:infi	monter
.	SENT	.
Quel	PRO:REL	quel
zèle	NOM	zèle
injurieux	ADJ	injurieux
,	PUN	,
quelle	PRO:REL	quel
vertu	NOM	vertu
maligne	ADJ	maligne
Brigue	NAM	Brigue
pour	PRP	pour
moi	PRO:PER	moi
le	DET:ART	le
rang	NOM	rang
dont	PRO:REL	dont
ma	DET:POS	mon
naissance	NOM	naissance
est	VER:pres	être
digne	ADJ	digne
,	PUN	,
Et	NAM	Et
te	PRO:PER	te
fait	VER:pres	faire
hasarder	VER:infi	hasarder
un	DET:ART	un
téméraire	ADJ	téméraire
effort	NOM	effort
Pour	NOM	Pour
attirer	VER:infi	attirer
sur	PRP	sur
toi	PRO:PER	toi
la	DET:ART	le
gloire	NOM	gloire
de	PRP	de
mon	DET:POS	mon
sort	NOM	sort
?	SENT	?
Doutes	VER:pres	douter
-tu	PRO:PER	tu
qu'	PRO:REL	que
en	PRP	en
secret	NOM	secret
mon	DET:POS	mon
sang	NOM	sang
ne	ADV	ne
me	PRO:PER	me
réponde	VER:subp	répondre
D'	NOM	D'
élever	VER:infi	élever
mon	DET:POS	mon
destin	NOM	destin
à	PRP	à
l'	DET:ART	le
empire	NOM	empire
du	PRP:det	du
monde	NOM	monde
,	PUN	,
Et	NAM	Et
que	KON	que
son	DET:POS	son
juste	ADJ	juste
orgueil	NOM	orgueil
ne	ADV	ne
porte	VER:pres	porter
mes	DET:POS	mon
regards	NOM	regard
Jusqu'	ADJ	Jusqu'
à	PRP	à
pouvoir	VER:infi	pouvoir
un	DET:ART	un
jour	NOM	jour
lui	PRO:PER	lui
laisser	VER:infi	laisser
des	PRP:det	du
Césars	NOM	césar
?	SENT	?
Règle	VER:pres	régler
mieux	ADV	mieux
tes	DET:POS	ton
conseils	NOM	conseil
,	PUN	,
et	KON	et
bornes	VER:pres	borner
-en	PRO:PER	en
l'	DET:ART	le
audace	NOM	audace
;	PUN	;
Je	PRO:PER	je
ne	ADV	ne
veux	VER:pres	vouloir
rien	ADV	rien
devoir	NOM	devoir
où	PRO:REL	où
je	PRO:PER	je
puis	ADV	puis
faire	VER:infi	faire
grâce	NOM	grâce
,	PUN	,
Et	NOM	Et
si	KON	si
toujours	ADV	toujours
le	DET:ART	le
trône	NOM	trône
échauffe	VER:pres	échauffer
mon	DET:POS	mon
désir	NOM	désir
,	PUN	,
Il	NAM	Il
est	VER:pres	être
des	PRP:det	du
rois	NOM	roi
pour	KON	pour
moi	PRO:PER	moi
quand	ADV	quand
je	PRO:PER	je
voudrais	VER:cond	vouloir
choisir	VER:infi	choisir
.	SENT	.
Je	PRO:PER	je
sais	VER:pres	savoir
qu'	KON	que
il	PRO:PER	il
n'	ADV	ne
en	PRO:PER	en
est	VER:pres	être
point	ADV	point
à	PRP	à
qui	PRO:REL	qui
l'	DET:ART	le
amour	NOM	amour
n'	ADV	ne
ordonne	VER:pres	ordonner
De	VER:infi	De
venir	VER:infi	venir
à	PRP	à
vos	DET:POS	votre
pieds	NOM	pied
abaisser	VER:infi	abaisser
leur	DET:POS	leur
couronne	NOM	couronne
,	PUN	,
Et	NOM	Et
du	PRP:det	du
choix	NOM	choix
d'	PRP	de
Alaric	NAM	Alaric
si	KON	si
j'	PRO:PER	je
ai	VER:pres	avoir
paru	VER:pper	paraître
jaloux	ADJ	jaloux
,	PUN	,
C'	NAM	C'
est	VER:pres	être
sans	PRP	sans
m'	PRO:PER	me
être	VER:infi	être
flatté	VER:pper	flatter
de	PRP	de
rien	ADV	rien
faire	VER:infi	faire
pour	PRP	pour
vous	PRO:PER	vous
.	SENT	.
J'	PRO:PER	je
ai	VER:pres	avoir
voulu	VER:pper	vouloir
seulement	ADV	seulement
par	PRP	par
une	DET:ART	un
mort	NOM	mort
plus	ADV	plus
prompte	ADJ	prompt
D'	NOM	D'
un	DET:ART	un
hommage	NOM	hommage
odieux	ADJ	odieux
vous	PRO:PER	vous
épargner	VER:infi	épargner
la	DET:ART	le
honte	NOM	honte
,	PUN	,
Et	VER:simp	Et
dérober	VER:infi	dérober
ce	PRO:DEM	ce
coeur	NOM	cœur
qui	PRO:REL	qui
se	PRO:PER	se
sent	VER:pres	sentir
trop	ADV	trop
charmer	VER:infi	charmer
,	PUN	,
Au	VER:infi	Au
crime	NOM	crime
glorieux	ADJ	glorieux
de	PRP	de
vous	PRO:PER	vous
oser	VER:infi	oser
aimer	VER:infi	aimer
.	SENT	.
Vous	PRO:PER	vous
en	PRO:PER	en
donnez	VER:pres	donner
l'	DET:ART	le
arrêt	NOM	arrêt
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
à	PRP	à
moi	PRO:PER	moi
de	PRP	de
le	PRO:PER	le
suivre	VER:infi	suivre
;	PUN	;
Mais	VER:impf	Mais
pour	PRP	pour
cesser	VER:infi	cesser
d'	PRP	de
aimer	VER:infi	aimer
,	PUN	,
je	PRO:PER	je
dois	VER:pres	devoir
cesser	VER:infi	cesser
de	PRP	de
vivre	VER:infi	vivre
,	PUN	,
Et	VER:infi	Et
l'	DET:ART	le
hymen	NOM	hymen
dont	PRO:REL	dont
l'	DET:ART	le
horreur	NOM	horreur
accable	VER:pres	accabler
mon	DET:POS	mon
amour	NOM	amour
Est	NOM	Est
le	DET:ART	le
plus	ADV	plus
sûr	ADJ	sûr
moyen	NOM	moyen
de	PRP	de
me	PRO:PER	me
priver	VER:infi	priver
du	PRP:det	du
jour	NOM	jour
.	SENT	.
Moi	PRO:PER	moi
,	PUN	,
j'	PRO:PER	je
ai	VER:pres	avoir
fait	VER:pper	faire
quelque	PRO:IND	quelque
effort	NOM	effort
pour	PRP	pour
éteindre	VER:infi	éteindre
en	PRP	en
ton	DET:POS	ton
âme	NOM	âme
Ce	NAM	Ce
que	KON	que
tes	DET:POS	ton
voeux	NOM	vœu
offerts	ADJ	offert
m'	PRO:PER	me
y	PRO:PER	y
firent	VER:simp	faire
voir	VER:infi	voir
de	PRP	de
flamme	NOM	flamme
,	PUN	,
Et	VER:ppre	Et
l'	DET:ART	le
aigreur	NOM	aigreur
dont	PRO:REL	dont
tu	PRO:PER	tu
crois	VER:pres	croire
qu'	KON	que
elle	PRO:PER	elle
ait	VER:subp	avoir
dû	VER:pper	devoir
m'	PRO:PER	me
animer	VER:infi	animer
Ne	VER:pper	Ne
t'	PRO:PER	te
aurait	VER:cond	avoir
pu	VER:pper	pouvoir
souffrir	VER:infi	souffrir
la	DET:ART	le
liberté	NOM	liberté
d'	PRP	de
aimer	VER:infi	aimer
?	SENT	?
Qu'	KON	que
a	VER:pres	avoir
donc	ADV	donc
fait	VER:pper	faire
ce	PRO:DEM	ce
mépris	VER:pper	méprendre
à	PRP	à
mes	DET:POS	mon
voeux	NOM	vœu
si	ADV	si
contraire	ADJ	contraire
?	SENT	?
Il	PRO:PER	il
a	VER:pres	avoir
dû	VER:pper	devoir
te	PRO:PER	te
défendre	VER:infi	défendre
un	DET:ART	un
espoir	NOM	espoir
téméraire	ADJ	téméraire
;	PUN	;
Mais	VER:impf	Mais
en	PRP	en
vain	ADJ	vain
ton	DET:POS	ton
amour	NOM	amour
en	PRO:PER	en
craindrait	VER:cond	craindre
la	DET:ART	le
rigueur	NOM	rigueur
,	PUN	,
Il	NOM	Il
part	NOM	part
de	PRP	de
ma	DET:POS	mon
naissance	NOM	naissance
,	PUN	,
et	KON	et
non	ADV	non
pas	ADV	pas
de	PRP	de
mon	DET:POS	mon
coeur	NOM	cœur
,	PUN	,
Et	VER:ppre	Et
la	DET:ART	le
gloire	NOM	gloire
d'	PRP	de
aimer	VER:infi	aimer
sans	PRP	sans
voir	VER:infi	voir
rien	ADV	rien
à	PRP	à
prétendre	VER:infi	prétendre
,	PUN	,
Est	NOM	Est
le	DET:ART	le
plus	ADV	plus
digne	ADJ	digne
prix	NOM	prix
qu'	KON	que
un	DET:ART	un
beau	ADJ	beau
feu	NOM	feu
doive	VER:subp	devoir
attendre	VER:infi	attendre
.	SENT	.
Le	PRO:PER	le
mien	PRO:POS	mien
de	PRP	de
cette	PRO:DEM	ce
gloire	NOM	gloire
est	VER:pres	être
pleinement	ADV	pleinement
charmé	VER:pper	charmer
;	PUN	;
Mais	VER:impf	Mais
hélas	INT	hélas
!	SENT	!
Aime-t	VER:pres	Aime-t
-on	PRO:PER	on
sans	PRP	sans
vouloir	VER:infi	vouloir
être	VER:infi	être
aimé	VER:pper	aimer
?	SENT	?
Ne	ADV	ne
crois	VER:pres	croire
pas	ADV	pas
que	KON	que
jamais	ADV	jamais
l'	DET:ART	le
orgueil	NOM	orgueil
du	PRP:det	du
diadème	NOM	diadème
Relâche	NAM	Relâche
une	DET:ART	un
princesse	NOM	princesse
à	PRP	à
confesser	VER:infi	confesser
qu'	KON	que
elle	PRO:PER	elle
aime	VER:pres	aimer
,	PUN	,
Et	NOM	Et
que	KON	que
sur	PRP	sur
ses	DET:POS	son
désirs	NOM	désir
son	DET:POS	son
rang	NOM	rang
puisse	VER:subp	pouvoir
si	ADV	si
peu	ADV	peu
,	PUN	,
Qu'	ADJ	Qu'
il	PRO:PER	il
la	PRO:PER	la
laisse	VER:pres	laisser
descendre	VER:infi	descendre
à	PRP	à
ce	PRO:DEM	ce
honteux	ADJ	honteux
aveu	NOM	aveu
;	PUN	;
Mais	VER:impf	Mais
comme	ADV	comme
d'	PRP	de
injustice	NOM	injustice
il	PRO:PER	il
la	PRO:PER	la
rend	VER:pres	rendre
incapable	ADJ	incapable
,	PUN	,
Il	NAM	Il
faut	VER:pres	falloir
examiner	VER:infi	examiner
ce	PRO:DEM	ce
qu'	PRO:REL	que
on	PRO:PER	on
a	VER:pres	avoir
d'	PRP	de
estimable	ADJ	estimable
,	PUN	,
Voir	VER:pper	Voir
en	PRP	en
soi	PRO:PER	soi
ce	PRO:DEM	ce
qu'	PRO:REL	que
en	PRP	en
eux	PRO:PER	eux
les	DET:ART	le
vrais	ADJ	vrai
héros	NOM	héro|héros
ont	VER:pres	avoir
eu	VER:pper	avoir
,	PUN	,
Se	VER:simp	Se
convaincre	VER:infi	convaincre
en	PRP	en
secret	ADJ	secret
de	PRP	de
toute	PRO:IND	tout
leur	DET:POS	leur
vertu	NOM	vertu
,	PUN	,
S'	ADJ	S'
en	PRP	en
pouvoir	VER:infi	pouvoir
applaudir	VER:infi	applaudir
,	PUN	,
et	KON	et
sur	PRP	sur
un	DET:ART	un
si	ADV	si
bon	ADJ	bon
signe	NOM	signe
Se	VER:subi	Se
répondre	VER:infi	répondre
du	PRP:det	du
coeur	NOM	cœur
dont	PRO:REL	dont
l'	DET:ART	le
on	PRO:PER	on
se	PRO:PER	se
trouve	VER:pres	trouver
digne	ADJ	digne
.	SENT	.
Non	ADV	non
qu'	KON	que
enfin	ADV	enfin
ce	PRO:DEM	ce
ne	ADV	ne
fut	VER:simp	être
un	DET:ART	un
bonheur	NOM	bonheur
assez	ADV	assez
vain	ADJ	vain
De	VER:futu	De
mériter	VER:infi	mériter
ce	PRO:DEM	ce
coeur	NOM	cœur
sans	PRP	sans
mériter	VER:infi	mériter
la	DET:ART	le
main	NOM	main
;	PUN	;
Mais	VER:impf	Mais
c'	PRO:DEM	ce
est	VER:pres	être
toujours	ADV	toujours
beaucoup	ADV	beaucoup
à	PRP	à
qui	PRO:REL	qui
n'	ADV	ne
y	PRO:PER	y
peut	VER:pres	pouvoir
prétendre	VER:infi	prétendre
,	PUN	,
Qu'	NOM	Qu'
au	PRP:det	au
seul	ADJ	seul
crime	NOM	crime
du	PRP:det	du
sort	NOM	sort
ayant	VER:ppre	avoir
droit	ADJ	droit
de	PRP	de
s'	PRO:PER	se
en	PRP	en
prendre	VER:infi	prendre
,	PUN	,
On	VER:infi	On
ne	ADV	ne
lui	PRO:PER	lui
puisse	VER:subp	pouvoir
au	PRP:det	au
moins	ADV	moins
dans	PRP	dans
un	DET:ART	un
malheur	NOM	malheur
si	ADV	si
grand	ADJ	grand
,	PUN	,
Reprocher	NAM	Reprocher
qu'	KON	que
un	DET:ART	un
défaut	NOM	défaut
dont	PRO:REL	dont
il	PRO:PER	il
n'	ADV	ne
est	VER:pres	être
pas	ADV	pas
garant	ADJ	garant
.	SENT	.
Ah	INT	ah
,	PUN	,
si	KON	si
par	PRP	par
ce	PRO:DEM	ce
défaut	NOM	défaut
ma	DET:POS	mon
passion	NOM	passion
